"town","landUse","status","acres"
"RichtonPark","transit","unsuitable",186.44
"RichtonPark","utility","unsuitable",31.36
"RichtonPark","vacant","unsuitable",3.44
"RichtonPark","water","unsuitable",1.73
"Ringwood","agriculture","unsuitable",4.87
"Ringwood","cemetery","unsuitable",0
"Ringwood","commercial","unsuitable",22.84
"Ringwood","golf","unsuitable",0
"Ringwood","industrial","unsuitable",0
"Ringwood","institutional","unsuitable",1.73
"Ringwood","natural area","unsuitable",0.03
"Ringwood","other","unsuitable",0
"Ringwood","park","unsuitable",0.06
"Ringwood","residential","unsuitable",30.87
"Ringwood","transit","unsuitable",42.1
"Ringwood","utility","unsuitable",0
"Ringwood","vacant","unsuitable",8.25
"Ringwood","water","unsuitable",0.84
"Riverdale","agriculture","unsuitable",0
"Riverdale","cemetery","unsuitable",0
"Riverdale","commercial","unsuitable",98.84
"Riverdale","golf","unsuitable",2.93
"Riverdale","industrial","unsuitable",0
"Riverdale","institutional","unsuitable",11.78
"Riverdale","natural area","unsuitable",23.39
"Riverdale","other","unsuitable",0
"Riverdale","park","unsuitable",0.81
"Riverdale","residential","unsuitable",131.5
"Riverdale","transit","unsuitable",323.07
"Riverdale","utility","unsuitable",17.61
"Riverdale","vacant","unsuitable",39.59
"Riverdale","water","unsuitable",75.95
"RiverForest","agriculture","unsuitable",0
"RiverForest","cemetery","unsuitable",0.04
"RiverForest","commercial","unsuitable",19.37
"RiverForest","golf","unsuitable",0
"RiverForest","industrial","unsuitable",0
"RiverForest","institutional","unsuitable",28.57
"RiverForest","natural area","unsuitable",9.57
"RiverForest","other","unsuitable",0
"RiverForest","park","unsuitable",0.49
"RiverForest","residential","unsuitable",159.56
"RiverForest","transit","unsuitable",82.57
"RiverForest","utility","unsuitable",0.07
"RiverForest","vacant","unsuitable",0.05
"RiverForest","water","unsuitable",4.89
"RiverGrove","agriculture","unsuitable",0
"RiverGrove","cemetery","unsuitable",24.09
"RiverGrove","commercial","unsuitable",65.28
"RiverGrove","golf","unsuitable",2.75
"RiverGrove","industrial","unsuitable",0
"RiverGrove","institutional","unsuitable",40.41
"RiverGrove","natural area","unsuitable",7.06
"RiverGrove","other","unsuitable",0
"RiverGrove","park","unsuitable",0.09
"RiverGrove","residential","unsuitable",114.67
"RiverGrove","transit","unsuitable",104.53
"RiverGrove","utility","unsuitable",0.64
"RiverGrove","vacant","unsuitable",0.08
"RiverGrove","water","unsuitable",17.09
"Riverside","agriculture","unsuitable",0
"Riverside","cemetery","unsuitable",0
"Riverside","commercial","unsuitable",13.99
"Riverside","golf","unsuitable",0
"Riverside","industrial","unsuitable",0.16
"Riverside","institutional","unsuitable",13.14
"Riverside","natural area","unsuitable",4.38
"Riverside","other","unsuitable",0.59
"Riverside","park","unsuitable",0.45
"Riverside","residential","unsuitable",145.92
"Riverside","transit","unsuitable",79.91
"Riverside","utility","unsuitable",0.07
"Riverside","vacant","unsuitable",27.59
"Riverside","water","unsuitable",0
"Riverwoods","agriculture","unsuitable",0
"Riverwoods","cemetery","unsuitable",0
"Riverwoods","commercial","unsuitable",34.83
"Riverwoods","golf","unsuitable",15.32
"Riverwoods","industrial","unsuitable",0
"Riverwoods","institutional","unsuitable",2.37
"Riverwoods","natural area","unsuitable",5.64
"Riverwoods","other","unsuitable",0.02
"Riverwoods","park","unsuitable",0
"Riverwoods","residential","unsuitable",156.43
"Riverwoods","transit","unsuitable",57.15
"Riverwoods","utility","unsuitable",0
"Riverwoods","vacant","unsuitable",2.03
"Riverwoods","water","unsuitable",0
"Robbins","agriculture","unsuitable",0
"Robbins","cemetery","unsuitable",0
"Robbins","commercial","unsuitable",3.69
"Robbins","golf","unsuitable",0
"Robbins","industrial","unsuitable",0
"Robbins","institutional","unsuitable",8.63
"Robbins","natural area","unsuitable",0
"Robbins","other","unsuitable",0
"Robbins","park","unsuitable",0.02
"Robbins","residential","unsuitable",55.31
"Robbins","transit","unsuitable",106.75
"Robbins","utility","unsuitable",7.66
"Robbins","vacant","unsuitable",4.93
"Robbins","water","unsuitable",0.01
"Rockdale","agriculture","unsuitable",0
"Rockdale","cemetery","unsuitable",0
"Rockdale","commercial","unsuitable",48.76
"Rockdale","golf","unsuitable",0
"Rockdale","industrial","unsuitable",0
"Rockdale","institutional","unsuitable",1.94
"Rockdale","natural area","unsuitable",0.28
"Rockdale","other","unsuitable",0
"Rockdale","park","unsuitable",0.62
"Rockdale","residential","unsuitable",32.58
"Rockdale","transit","unsuitable",60.62
"Rockdale","utility","unsuitable",0.36
"Rockdale","vacant","unsuitable",0.17
"Rockdale","water","unsuitable",0.29
"RollingMeadows","agriculture","unsuitable",0
"RollingMeadows","cemetery","unsuitable",0
"RollingMeadows","commercial","unsuitable",212.77
"RollingMeadows","golf","unsuitable",0.02
"RollingMeadows","industrial","unsuitable",0
"RollingMeadows","institutional","unsuitable",41.71
"RollingMeadows","natural area","unsuitable",0.38
"RollingMeadows","other","unsuitable",4.3
"RollingMeadows","park","unsuitable",7.39
"RollingMeadows","residential","unsuitable",312.89
"RollingMeadows","transit","unsuitable",355.1
"RollingMeadows","utility","unsuitable",0.73
"RollingMeadows","vacant","unsuitable",0.35
"RollingMeadows","water","unsuitable",5.15
"Romeoville","agriculture","unsuitable",5.82
"Romeoville","cemetery","unsuitable",0.6
"Romeoville","commercial","unsuitable",840.52
"Romeoville","golf","unsuitable",63.42
"Romeoville","industrial","unsuitable",0
"Romeoville","institutional","unsuitable",71.96
"Romeoville","natural area","unsuitable",39.59
"Romeoville","other","unsuitable",0
"Romeoville","park","unsuitable",9.53
"Romeoville","residential","unsuitable",692.76
"Romeoville","transit","unsuitable",795.31
"Romeoville","utility","unsuitable",25.51
"Romeoville","vacant","unsuitable",115.97
"Romeoville","water","unsuitable",200.11
"Roselle","agriculture","unsuitable",0
"Roselle","cemetery","unsuitable",0
"Roselle","commercial","unsuitable",145.61
"Roselle","golf","unsuitable",0
"Roselle","industrial","unsuitable",0
"Roselle","institutional","unsuitable",29.09
"Roselle","natural area","unsuitable",0.3
"Roselle","other","unsuitable",0
"Roselle","park","unsuitable",13.05
"Roselle","residential","unsuitable",332.62
"Roselle","transit","unsuitable",298.99
"Roselle","utility","unsuitable",2.1
"Roselle","vacant","unsuitable",3.74
"Roselle","water","unsuitable",10.26
"Rosemont","agriculture","unsuitable",0
"Rosemont","cemetery","unsuitable",0
"Rosemont","commercial","unsuitable",137.57
"Rosemont","golf","unsuitable",0
"Rosemont","industrial","unsuitable",0
"Rosemont","institutional","unsuitable",5.42
"Rosemont","natural area","unsuitable",1.94
"Rosemont","other","unsuitable",0.27
"Rosemont","park","unsuitable",2.37
"Rosemont","residential","unsuitable",36.77
"Rosemont","transit","unsuitable",212.76
"Rosemont","utility","unsuitable",0.55
"Rosemont","vacant","unsuitable",1.66
"Rosemont","water","unsuitable",8.54
"RoundLake","agriculture","unsuitable",1.92
"RoundLake","cemetery","unsuitable",0
"RoundLake","commercial","unsuitable",23.04
"RoundLake","golf","unsuitable",0
"RoundLake","industrial","unsuitable",0
"RoundLake","institutional","unsuitable",17.71
"RoundLake","natural area","unsuitable",44.95
"RoundLake","other","unsuitable",0
"RoundLake","park","unsuitable",1.44
"RoundLake","residential","unsuitable",370.12
"RoundLake","transit","unsuitable",208.84
"RoundLake","utility","unsuitable",0.51
"RoundLake","vacant","unsuitable",11.15
"RoundLake","water","unsuitable",16.29
"RoundLakeBeach","agriculture","unsuitable",0.34
"RoundLakeBeach","cemetery","unsuitable",0
"RoundLakeBeach","commercial","unsuitable",67.62
"RoundLakeBeach","golf","unsuitable",6.3
"RoundLakeBeach","industrial","unsuitable",0
"RoundLakeBeach","institutional","unsuitable",15.16
"RoundLakeBeach","natural area","unsuitable",7.43
"RoundLakeBeach","other","unsuitable",0
"RoundLakeBeach","park","unsuitable",59.45
"RoundLakeBeach","residential","unsuitable",278.94
"RoundLakeBeach","transit","unsuitable",256.17
"RoundLakeBeach","utility","unsuitable",7.02
"RoundLakeBeach","vacant","unsuitable",2.02
"RoundLakeBeach","water","unsuitable",32.79
"RoundLakeHeights","agriculture","unsuitable",0.81
"RoundLakeHeights","cemetery","unsuitable",0
"RoundLakeHeights","commercial","unsuitable",3.65
"RoundLakeHeights","golf","unsuitable",0
"RoundLakeHeights","industrial","unsuitable",0
"RoundLakeHeights","institutional","unsuitable",2.57
"RoundLakeHeights","natural area","unsuitable",0
"RoundLakeHeights","other","unsuitable",0
"RoundLakeHeights","park","unsuitable",0.7
"RoundLakeHeights","residential","unsuitable",60.2
"RoundLakeHeights","transit","unsuitable",25.96
"RoundLakeHeights","utility","unsuitable",0.02
"RoundLakeHeights","vacant","unsuitable",2.54
"RoundLakeHeights","water","unsuitable",4.52
"RoundLakePark","agriculture","unsuitable",3.36
"RoundLakePark","cemetery","unsuitable",0
"RoundLakePark","commercial","unsuitable",12.59
"RoundLakePark","golf","unsuitable",0
"RoundLakePark","industrial","unsuitable",0
"RoundLakePark","institutional","unsuitable",1.91
"RoundLakePark","natural area","unsuitable",0
"RoundLakePark","other","unsuitable",0
"RoundLakePark","park","unsuitable",1.96
"RoundLakePark","residential","unsuitable",320.33
"RoundLakePark","transit","unsuitable",38.94
"RoundLakePark","utility","unsuitable",1.99
"RoundLakePark","vacant","unsuitable",0.09
"RoundLakePark","water","unsuitable",6.59
"Sandwich","agriculture","unsuitable",6.73
"Sandwich","cemetery","unsuitable",0
"Sandwich","commercial","unsuitable",19.9
"Sandwich","golf","unsuitable",0
"Sandwich","industrial","unsuitable",0
"Sandwich","institutional","unsuitable",0
"Sandwich","natural area","unsuitable",0
"Sandwich","other","unsuitable",0
"Sandwich","park","unsuitable",0
"Sandwich","residential","unsuitable",3.95
"Sandwich","transit","unsuitable",12.2
"Sandwich","utility","unsuitable",0.1
"Sandwich","vacant","unsuitable",1.11
"Sandwich","water","unsuitable",0
"SaukVillage","agriculture","unsuitable",6.87
"SaukVillage","cemetery","unsuitable",0
"SaukVillage","commercial","unsuitable",70.23
"SaukVillage","golf","unsuitable",0
"SaukVillage","industrial","unsuitable",0
"SaukVillage","institutional","unsuitable",11.93
"SaukVillage","natural area","unsuitable",0
"SaukVillage","other","unsuitable",0
"SaukVillage","park","unsuitable",0.37
"SaukVillage","residential","unsuitable",150.82
"SaukVillage","transit","unsuitable",159.3
"SaukVillage","utility","unsuitable",0.38
"SaukVillage","vacant","unsuitable",4.65
"SaukVillage","water","unsuitable",31.14
"Schaumburg","agriculture","unsuitable",1.11
"Schaumburg","cemetery","unsuitable",0
"Schaumburg","commercial","unsuitable",828.86
"Schaumburg","golf","unsuitable",23.66
"Schaumburg","industrial","unsuitable",0
"Schaumburg","institutional","unsuitable",75.14
"Schaumburg","natural area","unsuitable",11.21
"Schaumburg","other","unsuitable",0.24
"Schaumburg","park","unsuitable",102.67
"Schaumburg","residential","unsuitable",1124.4
"Schaumburg","transit","unsuitable",1172.38
"Schaumburg","utility","unsuitable",8.79
"Schaumburg","vacant","unsuitable",8.91
"Schaumburg","water","unsuitable",52.04
"SchillerPark","agriculture","unsuitable",0
"SchillerPark","cemetery","unsuitable",0.62
"SchillerPark","commercial","unsuitable",161.25
"SchillerPark","golf","unsuitable",0
"SchillerPark","industrial","unsuitable",0
"SchillerPark","institutional","unsuitable",7.05
"SchillerPark","natural area","unsuitable",8.46
"SchillerPark","other","unsuitable",0.06
"SchillerPark","park","unsuitable",0.76
"SchillerPark","residential","unsuitable",122
"SchillerPark","transit","unsuitable",245.72
"SchillerPark","utility","unsuitable",0.45
"SchillerPark","vacant","unsuitable",1.37
"SchillerPark","water","unsuitable",3.42
"Shorewood","agriculture","unsuitable",13.98
"Shorewood","cemetery","unsuitable",0
"Shorewood","commercial","unsuitable",99.39
"Shorewood","golf","unsuitable",0
"Shorewood","industrial","unsuitable",0
"Shorewood","institutional","unsuitable",16.38
"Shorewood","natural area","unsuitable",33.05
"Shorewood","other","unsuitable",0.01
"Shorewood","park","unsuitable",2.77
"Shorewood","residential","unsuitable",479.56
"Shorewood","transit","unsuitable",447.39
"Shorewood","utility","unsuitable",0.68
"Shorewood","vacant","unsuitable",50.76
"Shorewood","water","unsuitable",30.17
"Skokie","agriculture","unsuitable",1.11
"Skokie","cemetery","unsuitable",5.11
"Skokie","commercial","unsuitable",427.3
"Skokie","golf","unsuitable",5.24
"Skokie","industrial","unsuitable",0
"Skokie","institutional","unsuitable",90.21
"Skokie","natural area","unsuitable",43.34
"Skokie","other","unsuitable",0.02
"Skokie","park","unsuitable",7.6
"Skokie","residential","unsuitable",838.45
"Skokie","transit","unsuitable",681.38
"Skokie","utility","unsuitable",44.88
"Skokie","vacant","unsuitable",4.91
"Skokie","water","unsuitable",0.39
"SleepyHollow","agriculture","unsuitable",0.7
"SleepyHollow","cemetery","unsuitable",0
"SleepyHollow","commercial","unsuitable",1.71
"SleepyHollow","golf","unsuitable",0
"SleepyHollow","industrial","unsuitable",0
"SleepyHollow","institutional","unsuitable",1.77
"SleepyHollow","natural area","unsuitable",0.73
"SleepyHollow","other","unsuitable",0
"SleepyHollow","park","unsuitable",0.25
"SleepyHollow","residential","unsuitable",84.44
"SleepyHollow","transit","unsuitable",40.09
"SleepyHollow","utility","unsuitable",0
"SleepyHollow","vacant","unsuitable",0.13
"SleepyHollow","water","unsuitable",3.38
"SouthBarrington","agriculture","unsuitable",9.06
"SouthBarrington","cemetery","unsuitable",0
"SouthBarrington","commercial","unsuitable",53.66
"SouthBarrington","golf","unsuitable",0
"SouthBarrington","industrial","unsuitable",0
"SouthBarrington","institutional","unsuitable",38.07
"SouthBarrington","natural area","unsuitable",5.53
"SouthBarrington","other","unsuitable",0
"SouthBarrington","park","unsuitable",0.7
"SouthBarrington","residential","unsuitable",530.07
"SouthBarrington","transit","unsuitable",183.33
"SouthBarrington","utility","unsuitable",2.27
"SouthBarrington","vacant","unsuitable",10.56
"SouthBarrington","water","unsuitable",20.97
"SouthChicagoHeights","agriculture","unsuitable",0
"SouthChicagoHeights","cemetery","unsuitable",0
"SouthChicagoHeights","commercial","unsuitable",52.36
"SouthChicagoHeights","golf","unsuitable",0
"SouthChicagoHeights","industrial","unsuitable",0
"SouthChicagoHeights","institutional","unsuitable",5.33
"SouthChicagoHeights","natural area","unsuitable",16.61
"SouthChicagoHeights","other","unsuitable",0.12
"SouthChicagoHeights","park","unsuitable",0
"SouthChicagoHeights","residential","unsuitable",58.19
"SouthChicagoHeights","transit","unsuitable",75
"SouthChicagoHeights","utility","unsuitable",0.82
"SouthChicagoHeights","vacant","unsuitable",3.7
"SouthChicagoHeights","water","unsuitable",0
"SouthElgin","agriculture","unsuitable",0.86
"SouthElgin","cemetery","unsuitable",0
"SouthElgin","commercial","unsuitable",176.18
"SouthElgin","golf","unsuitable",0
"SouthElgin","industrial","unsuitable",0
"SouthElgin","institutional","unsuitable",20.26
"SouthElgin","natural area","unsuitable",8.88
"SouthElgin","other","unsuitable",0.01
"SouthElgin","park","unsuitable",61.57
"SouthElgin","residential","unsuitable",336.07
"SouthElgin","transit","unsuitable",267.66
"SouthElgin","utility","unsuitable",1.6
"SouthElgin","vacant","unsuitable",8.69
"SouthElgin","water","unsuitable",96.53
"SouthHolland","agriculture","unsuitable",1.21
"SouthHolland","cemetery","unsuitable",0
"SouthHolland","commercial","unsuitable",207.08
"SouthHolland","golf","unsuitable",1.18
"SouthHolland","industrial","unsuitable",0
"SouthHolland","institutional","unsuitable",61.3
"SouthHolland","natural area","unsuitable",1.22
"SouthHolland","other","unsuitable",0.78
"SouthHolland","park","unsuitable",9.53
"SouthHolland","residential","unsuitable",401.81
"SouthHolland","transit","unsuitable",471.11
"SouthHolland","utility","unsuitable",1.35
"SouthHolland","vacant","unsuitable",2.95
"SouthHolland","water","unsuitable",14.97
"SpringGrove","agriculture","unsuitable",8.74
"SpringGrove","cemetery","unsuitable",0
"SpringGrove","commercial","unsuitable",103.8
